Legend:,,,,Player,Age,MP,Start,Min,Gls,A,PK,PKatt,CrdY,CrdR,G*,A*,G*+A*,G*-PK*,G*+A*-PK*,xG,NPxG,xA,xG*,xA*,xG*+xA*,NPxG*,NPxG*+xA*,Total Points,Conceded,CleanSheets,CleanSheets*,PenMiss,PenMiss*,YC*,RC*,,
,,,910,Lukas Rupp,28,12,8,695,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.8,0.04,0.1,0.14,0.04,0.14,19,18,1,0.13,0,0.000,0.129,0.000,,
,,,911,Mathew Ryan,27,38,38,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,54,9,0.24,0,0.000,0.000,0.000,,
,,,912,Allan Saint-Maximin,22,26,23,1863,3,4,0,0,0,0,0.14,0.19,0.34,0.14,0.34,3.2,3.2,3.5,0.16,0.17,0.33,0.16,0.33,92,22,8,0.39,0,0.000,0.000,0.000,,
,,,913,Romain Saïss,29,33,31,2705,2,1,0,0,12,1,0.07,0.03,0.1,0.07,0.1,2.7,2.7,0.5,0.09,0.02,0.11,0.09,0.11,103,34,10,0.33,0,0.000,0.399,0.033,,
,,,914,Bukayo Saka,17,26,19,1753,1,5,0,0,6,0,0.05,0.26,0.31,0.05,0.31,1.3,1.3,3.5,0.07,0.18,0.25,0.07,0.25,71,18,7,0.36,0,0.000,0.308,0.000,,
,,,915,Mamadou Sakho,29,14,11,931,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0,0.01,0.01,0,0.01,11,21,0,0.00,0,0.000,0.097,0.097,,
,,,916,Mohamed Salah,27,34,33,2876,19,10,3,3,1,0,0.59,0.31,0.91,0.5,0.81,19.4,17.2,7.3,0.61,0.23,0.84,0.54,0.76,233,26,16,0.50,0,0.000,0.031,0.000,,
,,,917,Mbwana Samatta,26,14,11,943,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,1.9,1.9,0.2,0.18,0.02,0.21,0.18,0.21,29,18,4,0.38,0,0.000,0.095,0.000,,
,,,918,Carlos Sánchez,33,6,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0.00,0,0.000,0.000,0.000,,
,,,919,Davinson Sánchez,23,29,27,2431,0,0,0,0,6,0,0,0,0,0,0,0.6,0.6,0,0.02,0,0.02,0.02,0.02,64,37,4,0.15,0,0.000,0.222,0.000,,
,,,920,Leroy Sané,23,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.76,0,0.76,0.76,0.76,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,921,Ismaila Sarr,21,28,22,2028,5,4,0,0,1,0,0.22,0.18,0.4,0.22,0.4,5.7,5.7,3.2,0.26,0.14,0.39,0.26,0.39,107,35,6,0.27,0,0.000,0.044,0.000,,
,,,922,Fabian Schär,27,22,18,1672,2,0,0,0,5,0,0.11,0,0.11,0.11,0.11,1.1,1.1,0.2,0.06,0.01,0.07,0.06,0.07,55,38,4,0.22,0,0.000,0.269,0.000,,
,,,923,Ezequiel Schelotto,30,8,4,361,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0,0.08,0,0.08,0.08,0.08,9,7,0,0.00,0,0.000,0.499,0.000,,
,,,924,Jeffrey Schlupp,26,17,11,1036,3,1,0,0,2,0,0.26,0.09,0.35,0.26,0.35,1.7,1.7,1.1,0.14,0.1,0.24,0.14,0.24,51,16,4,0.35,0,0.000,0.174,0.000,,
,,,925,Kasper Schmeichel,32,38,38,3420,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0.01,0.01,0,0.01,156,41,13,0.34,0,0.000,0.053,0.000,,
,,,926,Morgan Schneiderlin,29,15,12,1001,0,0,0,0,6,1,0,0,0,0,0,0.3,0.3,0.2,0.03,0.02,0.05,0.03,0.05,18,20,1,0.09,0,0.000,0.539,0.090,,
,,,927,Ryan Sessegnon,19,6,4,342,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,9,5,0,0.00,0,0.000,0.000,0.000,,
,,,928,Xherdan Shaqiri,27,7,2,185,1,0,0,0,0,0,0.49,0,0.49,0.49,0.49,0.6,0.6,0.2,0.28,0.11,0.38,0.28,0.38,15,2,1,0.49,0,0.000,0.000,0.000,,
,,,929,Billy Sharp,33,25,10,1051,3,2,0,0,1,1,0.26,0.17,0.43,0.26,0.43,2.7,2.7,2.7,0.23,0.23,0.46,0.23,0.46,57,10,4,0.34,0,0.000,0.086,0.086,,
,,,930,Luke Shaw,24,24,20,1733,0,0,0,0,7,0,0,0,0,0,0,0.5,0.5,1.5,0.02,0.08,0.1,0.02,0.1,67,15,8,0.42,0,0.000,0.364,0.000,,
,,,931,Jonjo Shelvey,27,26,25,2119,6,2,0,0,3,0,0.25,0.08,0.34,0.25,0.34,2.5,2.5,3.6,0.1,0.15,0.26,0.1,0.26,105,34,8,0.34,0,0.000,0.127,0.000,,
,,,932,Djibril Sidibé,27,25,18,1824,0,4,0,0,3,0,0,0.2,0.2,0,0.2,0.4,0.4,2,0.02,0.1,0.12,0.02,0.12,74,30,5,0.25,0,0.000,0.148,0.000,,
,,,933,Gylfi Sigurdsson,29,35,28,2560,2,3,1,1,3,0,0.07,0.11,0.18,0.04,0.14,4.2,3.4,4.1,0.15,0.14,0.29,0.12,0.26,95,45,6,0.21,0,0.000,0.105,0.000,,
,,,934,Bernardo Silva,24,34,23,2030,6,7,0,0,5,0,0.27,0.31,0.58,0.27,0.58,6.7,6.7,5.4,0.3,0.24,0.54,0.3,0.54,116,24,9,0.40,0,0.000,0.222,0.000,,
,,,935,David Silva,33,27,22,1826,6,10,0,0,0,0,0.3,0.49,0.79,0.3,0.79,6.3,6.3,5.4,0.31,0.26,0.58,0.31,0.58,139,15,11,0.54,0,0.000,0.000,0.000,,
,,,936,Jack Simpson,22,4,1,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0.00,0,0.000,0.000,0.000,,
,,,937,Moussa Sissoko,29,29,28,2452,2,1,0,0,8,0,0.07,0.04,0.11,0.07,0.11,2.4,2.4,1.1,0.09,0.04,0.13,0.09,0.13,69,31,7,0.26,0,0.000,0.294,0.000,,
,,,938,Oliver Skipp,18,7,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.00,0,0.000,0.000,0.000,,
,,,939,William Smallbone,19,9,4,393,0,2,0,0,0,0,0,0.46,0.46,0,0.46,0.3,0.3,0.3,0.06,0.07,0.14,0.06,0.14,24,4,3,0.69,0,0.000,0.000,0.000,,
,,,940,Adam Smith,28,24,24,2055,0,1,0,0,7,0,0,0.04,0.04,0,0.04,0.6,0.6,1,0.02,0.04,0.07,0.02,0.07,49,40,4,0.18,0,0.000,0.307,0.000,,
,,,941,Emile Smith-Rowe,19,2,1,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.93,0,0.000,0.000,0.000,,
,,,942,Robert Snodgrass,31,24,17,1509,5,5,0,0,4,0,0.3,0.3,0.6,0.3,0.6,2.8,2.8,2.8,0.17,0.17,0.33,0.17,0.33,87,33,3,0.18,0,0.000,0.239,0.000,,
,,,943,Cédric Soares,27,16,16,1306,0,1,0,0,1,0,0,0.07,0.07,0,0.07,0.6,0.6,1.2,0.04,0.09,0.13,0.04,0.13,61,20,4,0.28,0,0.000,0.069,0.000,,
,,,944,Cédric Soares,27,5,3,249,1,0,0,0,0,0,0.36,0,0.36,0.36,0.36,0,0,0,0.01,0.02,0.02,0.01,0.02,61,20,4,1.45,0,0.000,0.000,0.000,,
,,,945,Dominic Solanke,21,32,17,1651,3,1,0,0,1,0,0.16,0.05,0.22,0.16,0.22,3.7,3.7,0.9,0.2,0.05,0.25,0.2,0.25,69,39,1,0.05,0,0.000,0.055,0.000,,
,,,946,Tomas Soucek,24,13,12,1040,3,0,0,0,0,0,0.26,0,0.26,0.26,0.26,2.2,2.2,0.5,0.19,0.04,0.23,0.19,0.23,41,18,1,0.09,0,0.000,0.000,0.000,,
,,,947,Caglar Soyuncu,23,34,34,3036,1,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06,2.3,2.3,0.3,0.07,0.01,0.08,0.07,0.08,120,35,12,0.36,0,0.000,0.119,0.030,,
,,,948,Dennis Srbeny,25,8,0,47,1,0,0,0,0,0,1.91,0,1.91,1.91,1.91,0.6,0.6,0,1.15,0,1.15,1.15,1.15,13,2,0,0.00,0,0.000,0.000,0.000,,
,,,949,Jack Stacey,23,19,17,1549,0,2,0,0,2,0,0,0.12,0.12,0,0.12,0.3,0.3,2.2,0.02,0.13,0.14,0.02,0.14,39,27,1,0.06,0,0.000,0.116,0.000,,
,,,950,Junior Stanislas,29,15,7,712,3,0,1,1,1,0,0.38,0,0.38,0.25,0.25,1.6,0.8,0.8,0.2,0.1,0.3,0.1,0.2,42,17,1,0.13,0,0.000,0.126,0.000,,
,,,951,Jed Steer,26,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,952,Dale Stephens,30,33,28,2530,0,1,0,0,8,0,0,0.04,0.04,0,0.04,0.5,0.5,1.1,0.02,0.04,0.06,0.02,0.06,63,42,6,0.21,0,0.000,0.285,0.000,,
,,,953,Jack Stephens,25,28,27,2451,1,3,0,0,4,1,0.04,0.11,0.15,0.04,0.15,0.7,0.7,1.3,0.03,0.05,0.07,0.03,0.07,85,39,7,0.26,0,0.000,0.147,0.037,,
,,,954,Raheem Sterling,24,33,30,2651,20,1,0,2,5,0,0.68,0.03,0.71,0.68,0.71,17.1,15.1,7,0.58,0.24,0.82,0.51,0.75,204,31,13,0.44,2,0.068,0.170,0.000,,
,,,955,Enda Stevens,29,38,38,3345,2,4,0,0,7,0,0.05,0.11,0.16,0.05,0.16,1.2,1.2,4.7,0.03,0.13,0.16,0.03,0.16,142,39,13,0.35,0,0.000,0.188,0.000,,
,,,956,Marco Stiepermann,28,24,14,1180,0,0,0,0,6,0,0,0,0,0,0,1.5,1.5,0.5,0.12,0.04,0.16,0.12,0.16,32,32,1,0.08,0,0.000,0.458,0.000,,
,,,957,John Stones,25,16,12,1122,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.05,0.01,0.06,0.05,0.06,34,16,3,0.24,0,0.000,0.000,0.000,,
,,,958,Isaac Success,23,5,0,70,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.09,0.1,0.19,0.09,0.19,4,3,0,0.00,0,0.000,1.286,0.000,,
,,,959,Sung-Yueng Ki,30,3,1,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0.05,0,0.05,4,6,0,0.00,0,0.000,0.000,0.000,,
,,,960,Andrew Surman,32,5,2,235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,6,6,0,0.00,0,0.000,0.383,0.000,,
,,,961,Sam Surridge,21,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,1.35,0,1.35,1.35,1.35,4,2,0,0.00,0,0.000,0.000,0.000,,
,,,962,Japhet Tanganga,20,6,6,525,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01,17,7,2,0.34,0,0.000,0.171,0.000,,
,,,963,Matt Targett,23,28,27,2291,1,2,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,2.7,0.02,0.11,0.13,0.02,0.13,80,40,5,0.20,0,0.000,0.157,0.000,,
,,,964,James Tarkowski,26,38,38,3420,2,2,0,0,10,0,0.05,0.05,0.11,0.05,0.11,2.4,2.4,2.2,0.06,0.06,0.12,0.06,0.12,143,50,15,0.39,0,0.000,0.263,0.000,,
,,,965,Charlie Taylor,25,24,22,1945,0,1,0,0,3,0,0,0.05,0.05,0,0.05,0,0,1.3,0,0.06,0.06,0,0.06,84,18,10,0.46,0,0.000,0.139,0.000,,
,,,966,Neil Taylor,30,14,11,1091,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.2,0.02,0.02,0.04,0.02,0.04,22,25,2,0.16,0,0.000,0.165,0.000,,
,,,967,Nathan Tella,20,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,1.62,0,1.62,1.62,1.62,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,968,Alexander Tettey,33,30,28,2338,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.8,0.03,0.03,0.06,0.03,0.06,67,44,5,0.19,0,0.000,0.192,0.000,,
,,,969,Jordan Thomas,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,970,Luke Thomas,18,3,3,267,0,1,0,0,0,0,0,0.34,0.34,0,0.34,0,0,0.9,0,0.32,0.32,0,0.32,15,4,1,0.34,0,0.000,0.000,0.000,,
,,,971,Max Thompson,17,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00,0,0.000,0.000,0.000,,
,,,972,Youri Tielemans,22,37,32,2828,3,6,0,0,2,0,0.1,0.19,0.29,0.1,0.29,3.3,3.3,5.4,0.1,0.17,0.28,0.1,0.28,117,35,12,0.38,0,0.000,0.064,0.000,,
,,,973,Kieran Tierney,22,15,12,989,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.3,0.3,1.1,0.02,0.1,0.13,0.02,0.13,42,16,2,0.18,0,0.000,0.182,0.000,,
,,,974,James Tomkins,30,18,18,1582,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,0.1,0.07,0.01,0.08,0.07,0.08,48,23,3,0.17,0,0.000,0.284,0.000,,
,,,975,Fikayo Tomori,21,15,15,1291,1,0,0,0,3,0,0.07,0,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,48,18,4,0.28,0,0.000,0.209,0.000,,
,,,976,Lucas Torreira,23,29,17,1512,1,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.1,0.1,0.07,0.16,0.1,0.16,46,23,3,0.18,0,0.000,0.417,0.000,,
,,,977,Cenk Tosun,28,5,2,177,1,0,0,0,0,0,0.51,0,0.51,0.51,0.51,0.7,0.7,0,0.37,0,0.37,0.37,0.37,24,6,2,1.02,0,0.000,0.000,0.000,,
,,,978,Cenk Tosun,28,5,2,291,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31,0.7,0.7,0.1,0.23,0.03,0.26,0.23,0.26,24,6,2,0.62,0,0.000,0.000,0.000,,
,,,979,Andros Townsend,28,24,14,1294,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2,0.03,0.14,0.16,0.03,0.16,48,23,3,0.21,0,0.000,0.000,0.000,,
,,,980,Adama Traoré,23,37,27,2605,4,9,0,0,1,0,0.14,0.31,0.45,0.14,0.45,3.5,3.5,6.7,0.12,0.23,0.35,0.12,0.35,130,33,7,0.24,0,0.000,0.035,0.000,,
,,,981,Mark Travers,20,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.00,0,0.000,0.000,0.000,,
,,,982,Mahmoud Ahmed Ibrahim Hassan,24,34,20,1950,6,1,0,0,4,1,0.28,0.05,0.32,0.28,0.32,3.9,3.9,0.8,0.18,0.04,0.22,0.18,0.22,98,29,6,0.28,0,0.000,0.185,0.046,,
,,,983,Leandro Trossard,24,31,22,2011,5,3,0,0,0,0,0.22,0.13,0.36,0.22,0.36,4.7,4.7,4,0.21,0.18,0.39,0.21,0.39,104,34,4,0.18,0,0.000,0.000,0.000,,
,,,984,Tom Trybull,26,16,14,1130,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.1,0.03,0,0.04,0.03,0.04,28,25,2,0.16,0,0.000,0.159,0.000,,
,,,985,Axel Tuanzebe,21,5,2,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0.00,0,0.000,0.000,0.000,,
,,,986,Yan Valery,20,11,10,779,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.7,0.04,0.08,0.13,0.04,0.13,18,20,1,0.12,0,0.000,0.116,0.000,,
,,,987,Jesus Vallejo,22,2,1,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0.00,0,0.000,0.552,0.000,,
,,,988,Jamie Vardy,32,35,34,3033,23,5,4,5,2,0,0.68,0.15,0.83,0.56,0.71,20.3,16.5,5.5,0.6,0.16,0.77,0.49,0.65,210,38,11,0.33,1,0.030,0.059,0.000,,
,,,989,Indiana Vassilev,18,4,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,4,1,0,0.00,0,0.000,0.000,0.000,,
,,,990,Jan Vertonghen,32,23,19,1645,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,0.3,0.3,1,0.02,0.05,0.07,0.02,0.07,62,24,4,0.22,0,0.000,0.109,0.000,,
,,,991,Jannik Vestergaard,26,19,17,1497,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.1,0.05,0.01,0.06,0.05,0.06,51,26,4,0.24,0,0.000,0.180,0.000,,
,,,992,Ruben Vinagre,20,16,6,652,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.5,0.05,0.07,0.12,0.05,0.12,32,6,3,0.41,0,0.000,0.138,0.000,,
,,,993,Jake Vokins,19,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.08,0.09,0.02,0.09,2,1,0,0.00,0,0.000,0.000,0.000,,
,,,994,Mario Vrancic,30,20,6,636,1,0,0,0,3,0,0.14,0,0.14,0.14,0.14,1.7,1.7,1.1,0.24,0.15,0.39,0.24,0.39,29,19,0,0.00,0,0.000,0.425,0.000,,
,,,995,Matej Vydra,27,19,7,819,2,1,0,0,0,0,0.22,0.11,0.33,0.22,0.33,3.7,3.7,1.1,0.41,0.12,0.53,0.41,0.53,39,7,5,0.55,0,0.000,0.000,0.000,,
,,,996,Theo Walcott,30,25,17,1287,2,3,0,0,1,0,0.14,0.21,0.35,0.14,0.35,2.8,2.8,2.8,0.19,0.2,0.39,0.19,0.39,63,19,4,0.28,0,0.000,0.070,0.000,,
,,,997,Kyle Walker,29,29,28,2392,1,4,0,0,5,0,0.04,0.15,0.19,0.04,0.19,1,1,2.1,0.04,0.08,0.12,0.04,0.12,114,24,12,0.45,0,0.000,0.188,0.000,,
,,,998,Kyle Walker-Peters,22,3,3,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.03,0.04,0.01,0.04,32,12,2,0.75,0,0.000,0.000,0.000,,
,,,999,Kyle Walker-Peters,22,10,7,703,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.5,0.01,0.07,0.08,0.01,0.08,32,12,2,0.26,0,0.000,0.128,0.000,,
,,,1000,Aaron Wan-Bissaka,21,35,34,3070,0,4,0,0,8,0,0,0.12,0.12,0,0.12,0.9,0.9,2.9,0.03,0.08,0.11,0.03,0.11,127,33,12,0.35,0,0.000,0.235,0.000,,
,,,1001,Victor Wanyama,28,2,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.00,0,0.000,3.600,0.000,,
,,,1002,Joel Ward,29,29,27,2382,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.2,0.01,0.01,0.02,0.01,0.02,77,36,7,0.26,0,0.000,0.151,0.000,,
,,,1003,James Ward-Prowse,24,38,38,3420,5,3,1,3,9,0,0.13,0.08,0.21,0.11,0.18,7,4.6,5.3,0.19,0.14,0.32,0.12,0.26,117,60,9,0.24,2,0.053,0.237,0.000,,
,,,1004,Kelland Watts,19,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00,0,0.000,0.000,0.000,,
,,,1005,Adam Webster,24,31,31,2668,3,1,0,0,4,0,0.1,0.03,0.13,0.1,0.13,1.1,1.1,1,0.04,0.03,0.07,0.04,0.07,88,44,5,0.17,0,0.000,0.135,0.000,,
,,,1006,Danny Welbeck,28,18,8,822,2,0,0,0,0,0,0.22,0,0.22,0.22,0.22,3.3,3.3,0.2,0.36,0.02,0.38,0.36,0.38,39,15,1,0.11,0,0.000,0.000,0.000,,
,,,1007,Ashley Westwood,29,35,35,3150,2,6,0,0,9,0,0.06,0.17,0.23,0.06,0.23,1.2,1.2,5,0.03,0.14,0.18,0.03,0.18,118,39,15,0.43,0,0.000,0.257,0.000,,
,,,1008,Connor Wickham,26,6,0,96,1,1,0,0,0,0,0.94,0.94,1.87,0.94,1.87,1.3,1.3,0.5,1.25,0.46,1.71,1.25,1.71,15,2,0,0.00,0,0.000,0.000,0.000,,
,,,1009,Georginio Wijnaldum,28,37,35,2935,4,0,0,0,0,0,0.12,0,0.12,0.12,0.12,3.1,3.1,1.2,0.09,0.04,0.13,0.09,0.13,107,28,12,0.37,0,0.000,0.000,0.000,,
,,,1010,Jetro Willems,25,19,18,1493,2,2,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.2,0.04,0.07,0.11,0.04,0.11,64,24,3,0.18,0,0.000,0.000,0.000,,
,,,1011,Brandon Williams,18,17,11,1006,1,0,0,0,6,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.6,0.06,0.05,0.12,0.06,0.12,51,11,5,0.45,0,0.000,0.537,0.000,,
,,,1012,Neco Williams,18,6,3,230,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.1,0.04,0.14,0.1,0.14,14,2,1,0.39,0,0.000,0.391,0.000,,
,,,1013,Willian Borges Da Silva,30,36,29,2600,9,7,4,4,4,0,0.31,0.24,0.55,0.17,0.42,7.1,4,6.9,0.25,0.24,0.48,0.14,0.38,168,35,10,0.35,0,0.000,0.138,0.000,,
,,,1014,Joe Willock,19,29,8,857,1,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,2.3,2.3,0.8,0.25,0.09,0.33,0.25,0.33,41,16,1,0.11,0,0.000,0.210,0.000,,
,,,1015,Jack Wilshere,27,8,2,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0.00,0,0.000,0.000,0.000,,
,,,1016,Callum Wilson,27,35,32,2908,8,1,0,0,10,0,0.25,0.03,0.28,0.25,0.28,10,10,3.1,0.31,0.1,0.41,0.31,0.41,116,53,4,0.12,0,0.000,0.309,0.000,,
,,,1017,Harry Wilson,22,31,20,1646,7,0,0,0,2,0,0.38,0,0.38,0.38,0.38,4.5,4.5,1.6,0.25,0.09,0.34,0.25,0.34,91,32,2,0.11,0,0.000,0.109,0.000,,
,,,1018,Harry Winks,23,31,26,2221,0,0,0,0,9,0,0,0,0,0,0,0.5,0.5,1.1,0.02,0.05,0.07,0.02,0.07,52,31,6,0.24,0,0.000,0.365,0.000,,
,,,1019,Chris Wood,27,32,29,2437,14,1,1,1,1,0,0.52,0.04,0.55,0.48,0.52,13,12.2,0.9,0.48,0.03,0.51,0.45,0.48,136,33,11,0.41,0,0.000,0.037,0.000,,
,,,1020,Granit Xhaka,26,31,30,2586,1,2,0,0,10,0,0.03,0.07,0.1,0.03,0.1,0.3,0.3,1.1,0.01,0.04,0.05,0.01,0.05,73,31,10,0.35,0,0.000,0.348,0.000,,
,,,1021,Andriy Yarmolenko,29,23,10,991,5,1,0,0,2,0,0.45,0.09,0.54,0.45,0.54,2.1,2.1,2.7,0.19,0.24,0.43,0.19,0.43,70,17,3,0.27,0,0.000,0.182,0.000,,
,,,1022,DeAndre Yedlin,26,16,10,938,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,0.7,0.7,0.3,0.07,0.03,0.1,0.07,0.1,26,18,1,0.10,0,0.000,0.288,0.000,,
,,,1023,Maya Yoshida,30,8,6,560,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0,0.08,0,0.08,0.08,0.08,10,18,1,0.16,0,0.000,0.161,0.000,,
,,,1024,Ashley Young,34,12,10,955,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,1.2,0.01,0.12,0.13,0.01,0.13,24,10,2,0.19,0,0.000,0.471,0.000,,
,,,1025,Pablo Zabaleta,34,10,6,592,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0.01,0.06,0.07,0.01,0.07,10,14,0,0.00,0,0.000,0.304,0.000,,
,,,1026,Wilfried Zaha,26,38,37,3280,4,3,0,0,5,0,0.11,0.08,0.19,0.11,0.19,5.3,5.3,3.3,0.14,0.09,0.23,0.14,0.23,120,46,9,0.25,0,0.000,0.137,0.000,,
,,,1027,Christoph Zimmermann,26,17,16,1430,0,1,0,0,3,0,0,0.06,0.06,0,0.06,0.3,0.3,0.1,0.02,0.01,0.02,0.02,0.02,35,27,3,0.19,0,0.000,0.189,0.000,,
,,,1028,Oleksandr Zinchenko,22,19,13,1276,0,0,0,0,2,1,0,0,0,0,0,0.4,0.4,1.6,0.03,0.12,0.15,0.03,0.15,49,15,6,0.42,0,0.000,0.141,0.071,,
,,,1029,Richairo Zivkovic,22,5,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.03,0.13,0.16,0.03,0.16,5,4,0,0.00,0,0.000,0.000,0.000,,
,,,1030,Kurt Zouma,24,28,25,2344,0,0,0,0,6,0,0,0,0,0,0,0.8,0.8,0.2,0.03,0.01,0.04,0.03,0.04,62,37,7,0.27,0,0.000,0.230,0.000,,
